m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection
108,Burundi,Unknown,0112,Maize (corn),2021,1.32,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2021,2.35714,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2021,4.0,0.0,Drying,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2021,6.42,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2021,4.40333,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2021,1.2,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2021,3.13714,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2021,1.25,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2021,2.5,0.0,Winnowing,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2021,4.55,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2021,2.69444,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2021,3.6,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2021,2.16667,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2021,3.5,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2021,1.175,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2021,2.0,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2021,2.5,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2021,2.5,0.0,Winnowing,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2020,4.43333,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2020,4.86667,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2020,3.5,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2020,2.5,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2020,5.26375,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2020,1.32,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2020,2.35714,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2020,4.0,0.0,Drying,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2020,6.42,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2020,4.40333,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2020,1.2,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2020,3.13714,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2020,1.25,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2020,2.5,0.0,Winnowing,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2020,4.55,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2020,2.69444,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2020,3.6,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2020,2.16667,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2020,3.5,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2020,1.175,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2020,2.0,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2020,2.5,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2020,2.5,0.0,Winnowing,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2019,4.43333,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2019,4.86667,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2019,3.5,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2019,2.5,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2019,5.26375,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2019,1.32,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2019,2.35714,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2019,4.0,0.0,Drying,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2019,6.42,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2019,4.40333,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2019,1.2,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2019,3.13714,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2019,1.25,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2019,2.5,0.0,Winnowing,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2019,4.55,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2019,2.69444,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2019,3.6,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2019,2.16667,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2019,3.5,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2019,1.175,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2019,2.0,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2019,2.5,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2019,2.5,0.0,Winnowing,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2018,4.43333,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2018,4.86667,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2018,3.5,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2018,2.5,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2018,5.26375,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2018,1.32,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2018,2.35714,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2018,4.0,0.0,Drying,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2018,6.42,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2018,4.40333,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2018,1.2,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2018,3.13714,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2018,1.25,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2018,2.5,0.0,Winnowing,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2018,4.55,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2018,2.69444,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2018,3.6,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2018,2.16667,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2018,3.5,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2018,1.175,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2018,2.0,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2018,2.5,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2018,2.5,0.0,Winnowing,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2017,4.43333,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2017,4.86667,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2017,3.5,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2017,2.5,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2017,5.26375,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2017,1.32,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2017,2.35714,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2017,4.0,0.0,Drying,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2017,6.42,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2017,4.40333,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2017,1.2,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2017,3.13714,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2017,1.25,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2017,2.5,0.0,Winnowing,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2017,4.55,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2017,2.69444,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2017,3.6,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2017,2.16667,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2017,3.5,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2017,1.175,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2017,2.0,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2017,2.5,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2017,2.5,0.0,Winnowing,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2016,4.43333,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2016,4.86667,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2016,3.5,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2016,2.5,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2016,5.26375,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2016,1.32,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2016,2.35714,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2016,4.0,0.0,Drying,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2016,6.42,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2016,4.40333,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2016,1.2,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2016,3.13714,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2016,1.25,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2016,2.5,0.0,Winnowing,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2016,4.55,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2016,2.69444,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2016,3.6,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2016,2.16667,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2016,3.5,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2016,1.175,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2016,2.0,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2016,2.5,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2016,2.5,0.0,Winnowing,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2015,4.43333,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2015,4.86667,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2015,3.5,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2015,2.5,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2015,5.26375,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2015,1.32,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2015,2.35714,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2015,4.0,0.0,Drying,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2015,6.42,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2015,4.40333,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2015,1.2,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2015,3.13714,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2015,1.25,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2015,2.5,0.0,Winnowing,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2015,4.55,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2015,2.69444,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2015,3.6,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2015,2.16667,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2015,3.5,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2015,1.175,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2015,2.0,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2015,2.5,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0118,Millet,2015,2.5,0.0,Winnowing,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2014,4.43333,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2014,4.86667,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2014,3.5,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0111,Wheat,2014,2.5,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2014,5.26375,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2014,1.32,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2014,2.35714,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2014,4.0,0.0,Drying,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0112,Maize (corn),2014,6.42,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2014,4.40333,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2014,1.2,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2014,3.13714,0.0,"Shelling, Threshing",Unknown,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2014,1.25,0.0,Transportation,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0113,Rice,2014,2.5,0.0,Winnowing,Farm,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2014,4.55,0.0,"Drying, Harvesting",Harvest,UNK,UNK,0.0,Modelled Estimates
108,Burundi,Unknown,0114,Sorghum,2014,2.69444,0.0,Storage,Farm,UNK,UNK,0.0,Modelled Estimates
