_id,activity,cause_of_loss,commodity,country,cpc_code,food_supply_stage,loss_percentage,loss_percentage_original,loss_quantity,m49_code,method_data_collection,notes,reference,region,sample_size,treatment,url,year,roll3_mean_loss_pct
68ed410437a2ec38e9c949d9,Transportation,UNK,Maize (corn),Angola,0112,Farm,2.31364,2.31364,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2007?metric=prc&download=csv,2007.0,3.6062600000000002
68ed410437a2ec38e9c949db,Drying,UNK,Maize (corn),Angola,0112,Farm,3.90453,3.90453,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2007?metric=prc&download=csv,2007.0,3.6061766666666664
68ed410437a2ec38e9c949b5,Storage,UNK,Maize (corn),Angola,0112,Farm,4.61701,4.61701,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2008?metric=prc&download=csv,2008.0,3.6117266666666663
68ed410437a2ec38e9c949b8,Transportation,UNK,Maize (corn),Angola,0112,Farm,2.31668,2.31668,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2008?metric=prc&download=csv,2008.0,3.61274
68ed410437a2ec38e9c949ba,Drying,UNK,Maize (corn),Angola,0112,Farm,3.90849,3.90849,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2008?metric=prc&download=csv,2008.0,3.61406
68ed410437a2ec38e9c94994,Storage,UNK,Maize (corn),Angola,0112,Farm,4.59273,4.59273,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2009?metric=prc&download=csv,2009.0,3.605966666666667
68ed410437a2ec38e9c94997,Transportation,UNK,Maize (corn),Angola,0112,Farm,2.31927,2.31927,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2009?metric=prc&download=csv,2009.0,3.60683
68ed410437a2ec38e9c94999,Drying,UNK,Maize (corn),Angola,0112,Farm,3.90964,3.90964,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2009?metric=prc&download=csv,2009.0,3.6072133333333336
68ed410437a2ec38e9c94973,Storage,UNK,Maize (corn),Angola,0112,Farm,4.59378,4.59378,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2010?metric=prc&download=csv,2010.0,3.6075633333333332
68ed410437a2ec38e9c94976,Transportation,UNK,Maize (corn),Angola,0112,Farm,2.32041,2.32041,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2010?metric=prc&download=csv,2010.0,3.6079433333333335
68ed410437a2ec38e9c94978,Drying,UNK,Maize (corn),Angola,0112,Farm,3.91087,3.91087,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2010?metric=prc&download=csv,2010.0,3.6083533333333335
68ed410437a2ec38e9c94952,Storage,UNK,Maize (corn),Angola,0112,Farm,4.59624,4.59624,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2011?metric=prc&download=csv,2011.0,3.609173333333333
68ed410437a2ec38e9c94955,Transportation,UNK,Maize (corn),Angola,0112,Farm,2.31836,2.31836,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2011?metric=prc&download=csv,2011.0,3.60849
68ed410437a2ec38e9c94957,Drying,UNK,Maize (corn),Angola,0112,Farm,3.909,3.909,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2011?metric=prc&download=csv,2011.0,3.6078666666666663
68ed410437a2ec38e9c94931,Storage,UNK,Maize (corn),Angola,0112,Farm,4.63163,4.63163,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2012?metric=prc&download=csv,2012.0,3.6196633333333335
68ed410437a2ec38e9c94934,Transportation,UNK,Maize (corn),Angola,0112,Farm,2.22743,2.22743,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2012?metric=prc&download=csv,2012.0,3.5893533333333334
68ed410437a2ec38e9c94936,Drying,UNK,Maize (corn),Angola,0112,Farm,3.82124,3.82124,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2012?metric=prc&download=csv,2012.0,3.5601000000000003
68ed410437a2ec38e9c94910,Storage,UNK,Maize (corn),Angola,0112,Farm,4.59932,4.59932,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2013?metric=prc&download=csv,2013.0,3.54933
68ed410437a2ec38e9c94913,Transportation,UNK,Maize (corn),Angola,0112,Farm,2.2381,2.2381,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2013?metric=prc&download=csv,2013.0,3.552886666666667
68ed410437a2ec38e9c94915,Drying,UNK,Maize (corn),Angola,0112,Farm,3.83017,3.83017,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2013?metric=prc&download=csv,2013.0,3.5558633333333334
68ed410437a2ec38e9c948ef,Storage,UNK,Maize (corn),Angola,0112,Farm,4.59461,4.59461,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2014?metric=prc&download=csv,2014.0,3.5542933333333337
68ed410437a2ec38e9c948f2,Transportation,UNK,Maize (corn),Angola,0112,Farm,2.25196,2.25196,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2014?metric=prc&download=csv,2014.0,3.5589133333333334
68ed410437a2ec38e9c948f4,Drying,UNK,Maize (corn),Angola,0112,Farm,3.84357,3.84357,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2014?metric=prc&download=csv,2014.0,3.56338
68ed410437a2ec38e9c948ce,Storage,UNK,Maize (corn),Angola,0112,Farm,4.59657,4.59657,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2015?metric=prc&download=csv,2015.0,3.564033333333333
68ed410437a2ec38e9c948d1,Transportation,UNK,Maize (corn),Angola,0112,Farm,2.30105,2.30105,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2015?metric=prc&download=csv,2015.0,3.5803966666666667
68ed410437a2ec38e9c948d3,Drying,UNK,Maize (corn),Angola,0112,Farm,3.89191,3.89191,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2015?metric=prc&download=csv,2015.0,3.59651
68ed410437a2ec38e9c948ad,Storage,UNK,Maize (corn),Angola,0112,Farm,4.59657,4.59657,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2016?metric=prc&download=csv,2016.0,3.59651
68ed410437a2ec38e9c948b0,Transportation,UNK,Maize (corn),Angola,0112,Farm,2.30105,2.30105,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2016?metric=prc&download=csv,2016.0,3.59651
68ed410437a2ec38e9c948b2,Drying,UNK,Maize (corn),Angola,0112,Farm,3.89191,3.89191,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2016?metric=prc&download=csv,2016.0,3.59651
68ed410437a2ec38e9c9488c,Storage,UNK,Maize (corn),Angola,0112,Farm,4.59657,4.59657,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2017?metric=prc&download=csv,2017.0,3.59651
68ed410437a2ec38e9c9488f,Transportation,UNK,Maize (corn),Angola,0112,Farm,2.30105,2.30105,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2017?metric=prc&download=csv,2017.0,3.59651
68ed410437a2ec38e9c94891,Drying,UNK,Maize (corn),Angola,0112,Farm,3.89191,3.89191,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2017?metric=prc&download=csv,2017.0,3.59651
68ed410437a2ec38e9c9486b,Storage,UNK,Maize (corn),Angola,0112,Farm,4.58737,4.58737,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2018?metric=prc&download=csv,2018.0,3.593443333333333
68ed410437a2ec38e9c9486e,Transportation,UNK,Maize (corn),Angola,0112,Farm,2.31466,2.31466,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2018?metric=prc&download=csv,2018.0,3.5979799999999997
68ed410437a2ec38e9c94870,Drying,UNK,Maize (corn),Angola,0112,Farm,3.90476,3.90476,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2018?metric=prc&download=csv,2018.0,3.602263333333333
68ed410437a2ec38e9c9484a,Storage,UNK,Maize (corn),Angola,0112,Farm,4.59235,4.59235,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2019?metric=prc&download=csv,2019.0,3.603923333333333
68ed410437a2ec38e9c9484d,Transportation,UNK,Maize (corn),Angola,0112,Farm,2.31192,2.31192,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2019?metric=prc&download=csv,2019.0,3.60301
68ed410437a2ec38e9c9484f,Drying,UNK,Maize (corn),Angola,0112,Farm,3.90228,3.90228,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2019?metric=prc&download=csv,2019.0,3.602183333333334
68ed410437a2ec38e9c94829,Storage,UNK,Maize (corn),Angola,0112,Farm,4.59222,4.59222,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv,2020.0,3.60214
68ed410437a2ec38e9c9482c,Transportation,UNK,Maize (corn),Angola,0112,Farm,2.30969,2.30969,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv,2020.0,3.6013966666666666
68ed410437a2ec38e9c9482e,Drying,UNK,Maize (corn),Angola,0112,Farm,3.90008,3.90008,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2020?metric=prc&download=csv,2020.0,3.6006633333333333
68ed410437a2ec38e9c94808,Storage,UNK,Maize (corn),Angola,0112,Farm,4.59657,4.59657,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2021?metric=prc&download=csv,2021.0,3.602113333333333
68ed410437a2ec38e9c9480b,Transportation,UNK,Maize (corn),Angola,0112,Farm,2.30105,2.30105,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2021?metric=prc&download=csv,2021.0,3.599233333333333
68ed410437a2ec38e9c9480d,Drying,UNK,Maize (corn),Angola,0112,Farm,3.89191,3.89191,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2021?metric=prc&download=csv,2021.0,3.59651
68ed410437a2ec38e9c94ac3,"Drying, Harvesting",UNK,Maize (corn),Angola,0112,Harvest,5.86124,5.86124,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2000?metric=prc&download=csv,2000.0,5.86124
68ed410437a2ec38e9c94aa2,"Drying, Harvesting",UNK,Maize (corn),Angola,0112,Harvest,5.925,5.925,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2001?metric=prc&download=csv,2001.0,5.89312
68ed410437a2ec38e9c94a81,"Drying, Harvesting",UNK,Maize (corn),Angola,0112,Harvest,5.93391,5.93391,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2002?metric=prc&download=csv,2002.0,5.906716666666667
68ed410437a2ec38e9c94a60,"Drying, Harvesting",UNK,Maize (corn),Angola,0112,Harvest,5.92928,5.92928,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2003?metric=prc&download=csv,2003.0,5.929396666666666
68ed410437a2ec38e9c94a3f,"Drying, Harvesting",UNK,Maize (corn),Angola,0112,Harvest,5.92592,5.92592,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2004?metric=prc&download=csv,2004.0,5.929703333333333
68ed410437a2ec38e9c94a1e,"Drying, Harvesting",UNK,Maize (corn),Angola,0112,Harvest,5.9179,5.9179,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2005?metric=prc&download=csv,2005.0,5.924366666666667
68ed410437a2ec38e9c949fc,"Drying, Harvesting",UNK,Maize (corn),Angola,0112,Harvest,5.92812,5.92812,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2006?metric=prc&download=csv,2006.0,5.92398
68ed410437a2ec38e9c949dc,"Drying, Harvesting",UNK,Maize (corn),Angola,0112,Harvest,5.92678,5.92678,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2007?metric=prc&download=csv,2007.0,5.924266666666667
68ed410437a2ec38e9c949bb,"Drying, Harvesting",UNK,Maize (corn),Angola,0112,Harvest,5.94737,5.94737,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2008?metric=prc&download=csv,2008.0,5.93409
68ed410437a2ec38e9c9499a,"Drying, Harvesting",UNK,Maize (corn),Angola,0112,Harvest,5.95331,5.95331,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2009?metric=prc&download=csv,2009.0,5.942486666666667
68ed410437a2ec38e9c94979,"Drying, Harvesting",UNK,Maize (corn),Angola,0112,Harvest,5.95971,5.95971,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2010?metric=prc&download=csv,2010.0,5.953463333333334
68ed410437a2ec38e9c94958,"Drying, Harvesting",UNK,Maize (corn),Angola,0112,Harvest,5.95001,5.95001,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2011?metric=prc&download=csv,2011.0,5.954343333333333
68ed410437a2ec38e9c94937,"Drying, Harvesting",UNK,Maize (corn),Angola,0112,Harvest,5.49227,5.49227,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2012?metric=prc&download=csv,2012.0,5.8006633333333335
68ed410437a2ec38e9c94916,"Drying, Harvesting",UNK,Maize (corn),Angola,0112,Harvest,5.53905,5.53905,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2013?metric=prc&download=csv,2013.0,5.660443333333333
68ed410437a2ec38e9c948f5,"Drying, Harvesting",UNK,Maize (corn),Angola,0112,Harvest,5.60915,5.60915,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2014?metric=prc&download=csv,2014.0,5.546823333333333
68ed410437a2ec38e9c948d4,"Drying, Harvesting",UNK,Maize (corn),Angola,0112,Harvest,5.86124,5.86124,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2015?metric=prc&download=csv,2015.0,5.669813333333333
68ed410437a2ec38e9c948b3,"Drying, Harvesting",UNK,Maize (corn),Angola,0112,Harvest,5.86124,5.86124,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2016?metric=prc&download=csv,2016.0,5.777209999999999
68ed410437a2ec38e9c94892,"Drying, Harvesting",UNK,Maize (corn),Angola,0112,Harvest,5.86124,5.86124,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2017?metric=prc&download=csv,2017.0,5.86124
68ed410437a2ec38e9c94871,"Drying, Harvesting",UNK,Maize (corn),Angola,0112,Harvest,5.928,5.928,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2018?metric=prc&download=csv,2018.0,5.883493333333333
68ed410437a2ec38e9c94850,"Drying, Harvesting",UNK,Maize (corn),Angola,0112,Harvest,5.91512,5.91512,0.0,24.0,Modelled Estimates,,"APHLIS, (2021), APHLIS",UNK,0.0,UNK,https://www.aphlis.net/en/data/tables/value-chain/AO/all-crops/2019?metric=prc&download=csv,2019.0,5.901453333333333
